shot_outcome_name,shot_statsbomb_xg,match_file,xpos,ypos
Goal,0.097240604,7430.json,106.0,35.0
Saved,0.09457453,7430.json,106.0,32.0
Blocked,0.008003449,7430.json,110.0,21.0
Saved,0.10499528,7430.json,103.0,39.0
Post,0.24550784,7430.json,116.0,34.0
Saved,0.14212596,7430.json,108.0,38.0
Goal,0.057973385,7430.json,95.0,46.0
Blocked,0.06551418,7430.json,104.0,52.0
Post,0.3215839,7443.json,111.0,45.0
Off T,0.15594445,7443.json,108.0,52.0
Blocked,0.02328303,7443.json,105.0,23.0
Off T,0.090093054,7443.json,110.0,44.0
Saved,0.088149086,7443.json,110.0,47.0
Blocked,0.050770175,7443.json,97.0,49.0
Blocked,0.05862246,7443.json,105.0,51.0
Wayward,0.12242812,7443.json,110.0,41.0
Blocked,0.08224795,7443.json,103.0,38.0
Wayward,0.084398285,7443.json,117.0,48.0
Goal,0.06318396,7443.json,113.0,49.0
Blocked,0.11850678,7443.json,113.0,44.0
Off T,0.01211852,7443.json,106.0,58.0
Blocked,0.06403179,7443.json,105.0,49.0
Saved,0.4215263,7443.json,117.0,38.0
Blocked,0.41241845,7443.json,117.0,39.0
Blocked,0.059535444,7443.json,103.0,39.0
Off T,0.008289203,7444.json,84.0,34.0
Saved,0.06255593,7444.json,102.0,38.0
Blocked,0.023259489,7444.json,98.0,25.0
Saved,0.007487467,7444.json,93.0,60.0
Goal,0.043343667,7444.json,113.0,54.0
Off T,0.026061121,7444.json,91.0,42.0
Saved,0.060529284,7444.json,117.0,30.0
Off T,0.10728357,7444.json,110.0,35.0
Blocked,0.02419304,7444.json,95.0,29.0
Saved,0.47587585,7444.json,113.0,41.0
Saved,0.0125224,7444.json,112.0,22.0
Blocked,0.014356908,7444.json,99.0,17.0
Saved,0.13117279,7444.json,115.0,46.0
Off T,0.26947305,7444.json,114.0,34.0
Saved,0.06217797,7444.json,106.0,50.0
Off T,0.015509545,7444.json,115.0,55.0
Saved,0.1785034,7444.json,113.0,45.0
Off T,0.15049694,7444.json,110.0,42.0
Off T,0.029684914,7445.json,97.0,53.0
Blocked,0.021009415,7445.json,94.0,29.0
Off T,0.41983083,7445.json,104.0,31.0
Goal,0.087550275,7445.json,97.0,54.0
Off T,0.04817552,7445.json,95.0,31.0
Off T,0.38284126,7445.json,113.0,37.0
Blocked,0.060218733,7445.json,101.0,40.0
Saved,0.41966072,7451.json,112.0,44.0
Saved,0.05245745,7451.json,99.0,40.0
Off T,0.033156533,7451.json,116.0,53.0
Saved,0.08528373,7451.json,102.0,31.0
Off T,0.34144115,7451.json,109.0,36.0
Blocked,0.059390876,7451.json,103.0,54.0
Blocked,0.031161604,7451.json,100.0,53.0
Off T,0.04361278,7451.json,95.0,42.0
Wayward,0.10895299,7451.json,104.0,39.0
Saved,0.0630701,7451.json,105.0,53.0
Blocked,0.03001739,7451.json,91.0,31.0
Blocked,0.18400148,7451.json,108.0,45.0
Off T,0.027448565,7456.json,94.0,30.0
Off T,0.21004213,7456.json,116.0,35.0
Saved,0.12532829,7456.json,110.0,31.0
Goal,0.1786457,7456.json,112.0,32.0
Blocked,0.022684412,7456.json,95.0,25.0
Goal,0.50496453,7456.json,118.0,44.0
Saved,0.060239185,7456.json,108.0,40.0
Off T,0.12460103,7456.json,104.0,48.0
Blocked,0.12136204,7456.json,109.0,43.0
Blocked,0.05352903,7456.json,106.0,52.0
Saved,0.10409,7456.json,103.0,37.0
Off T,0.31362534,7456.json,112.0,40.0
Wayward,0.10466554,7456.json,112.0,40.0
Blocked,0.19312048,7456.json,112.0,41.0
Post,0.080768615,7457.json,113.0,30.0
Post,0.19757304,7457.json,112.0,39.0
Off T,0.55640876,7457.json,116.0,39.0
Blocked,0.03576086,7457.json,100.0,51.0
Blocked,0.11983397,7457.json,110.0,50.0
Off T,0.201898,7457.json,106.0,46.0
Blocked,0.07386106,7457.json,102.0,32.0
Goal,0.3879692,7457.json,113.0,42.0
Blocked,0.024175823,7457.json,98.0,53.0
Blocked,0.139842,7457.json,112.0,46.0
Off T,0.123978905,7457.json,112.0,49.0
Goal,0.39779994,7457.json,117.0,37.0
Goal,0.28377584,7457.json,106.0,32.0
Off T,0.42139462,7457.json,104.0,34.0
Blocked,0.052947666,7457.json,98.0,49.0
Blocked,0.06358035,7457.json,104.0,41.0
Goal,0.1026943,7457.json,117.0,48.0
Off T,0.052069798,7457.json,101.0,28.0
Blocked,0.22183827,7457.json,116.0,38.0
Blocked,0.025510753,7471.json,93.0,31.0
Off T,0.017761147,7471.json,118.0,28.0
Wayward,0.018134117,7471.json,118.0,28.0
Blocked,0.09053381,7471.json,99.0,39.0
Saved,0.09678265,7471.json,98.0,50.0
Goal,0.16343679,7471.json,110.0,47.0
Goal,0.011817819,7471.json,105.0,59.0
Goal,0.34762388,7471.json,113.0,35.0
Saved,0.02933041,7471.json,97.0,52.0
Off T,0.04034893,7471.json,95.0,42.0
Off T,0.07923933,7471.json,112.0,53.0
Saved,0.024218274,7471.json,91.0,31.0
Off T,0.058799192,7471.json,97.0,35.0
Off T,0.08209241,7471.json,105.0,48.0
Off T,0.40879878,7471.json,117.0,36.0
Saved,0.034220923,7471.json,95.0,32.0
Off T,0.05042471,7471.json,99.0,51.0
Off T,0.013056922,7471.json,104.0,19.0
Blocked,0.09095428,7471.json,106.0,51.0
Blocked,0.13238475,7471.json,112.0,50.0
Saved,0.055132143,7472.json,108.0,39.0
Off T,0.10008801,7472.json,107.0,39.0
Saved,0.028452447,7472.json,98.0,26.0
Wayward,0.10160333,7472.json,109.0,28.0
Blocked,0.13505323,7472.json,112.0,42.0
Off T,0.11077952,7472.json,112.0,38.0
Goal,0.5005019,7472.json,117.0,42.0
Off T,0.12965037,7473.json,110.0,50.0
Off T,0.0614531,7473.json,100.0,32.0
Off T,0.02359681,7473.json,96.0,26.0
Goal,0.07145249,7473.json,101.0,43.0
Blocked,0.052144933,7473.json,103.0,42.0
Blocked,0.011018251,7473.json,113.0,59.0
Wayward,0.025162648,7474.json,118.0,30.0
Off T,0.014557008,7474.json,95.0,57.0
Blocked,0.02050109,7474.json,91.0,33.0
Off T,0.19577837,7474.json,113.0,43.0
Off T,0.08103325,7474.json,112.0,52.0
Goal,0.1604784,7474.json,111.0,43.0
Off T,0.09972373,7474.json,105.0,47.0
Blocked,0.033947263,7474.json,105.0,24.0
Blocked,0.23531291,7474.json,109.0,43.0
Blocked,0.015873993,7474.json,91.0,54.0
Off T,0.091834895,7474.json,106.0,45.0
Off T,0.119072065,7474.json,108.0,44.0
Saved,0.23076355,7475.json,104.0,38.0
Off T,0.06384667,7475.json,100.0,39.0
Off T,0.3644629,7475.json,114.0,39.0
Goal,0.10308089,7475.json,101.0,39.0
Saved,0.017639183,7475.json,89.0,44.0
Off T,0.05455018,7475.json,97.0,39.0
Blocked,0.08914505,7475.json,107.0,44.0
Blocked,0.102217875,7475.json,106.0,36.0
Goal,0.07669277,7475.json,103.0,37.0
Goal,0.18336041,7475.json,107.0,33.0
Saved,0.1528309,7475.json,111.0,34.0
Blocked,0.007237398,7475.json,83.0,45.0
Goal,0.49501202,7475.json,112.0,43.0
Wayward,0.13536823,7476.json,110.0,42.0
Saved,0.048072718,7476.json,114.0,55.0
Blocked,0.22224519,7476.json,111.0,49.0
Saved,0.39089024,7476.json,107.0,46.0
Off T,0.6342155,7476.json,112.0,40.0
Goal,0.063034706,7476.json,103.0,50.0
Off T,0.12074642,7476.json,99.0,48.0
Goal,0.42946237,7476.json,105.0,47.0
Goal,0.20574377,7476.json,111.0,31.0
Saved,0.0075043743,7476.json,85.0,29.0
Goal,0.0648866,7477.json,103.0,36.0
Off T,0.030751415,7477.json,94.0,36.0
Off T,0.1019063,7477.json,107.0,45.0
Saved,0.037643403,7477.json,94.0,31.0
Saved,0.0065552406,7477.json,89.0,66.0
Off T,0.039294954,7478.json,94.0,41.0
Saved,0.34790996,7478.json,112.0,47.0
Blocked,0.030578446,7478.json,97.0,51.0
Wayward,0.096038386,7478.json,110.0,37.0
Off T,0.036639944,7478.json,110.0,55.0
Goal,0.2711842,7478.json,110.0,36.0
Blocked,0.09447362,7478.json,108.0,40.0
Saved,0.08659738,7479.json,111.0,29.0
Off T,0.103761636,7479.json,107.0,53.0
Saved,0.0061332975,7479.json,84.0,50.0
Off T,0.37505436,7479.json,113.0,42.0
Saved,0.019941147,7479.json,105.0,25.0
Off T,0.15937936,7479.json,111.0,41.0
Off T,0.08099098,7479.json,99.0,36.0
Saved,0.06442231,7479.json,106.0,31.0
Blocked,0.03740624,7479.json,108.0,53.0
Off T,0.028307548,7479.json,92.0,40.0
Goal,0.06713568,7479.json,114.0,30.0
Blocked,0.01534195,7479.json,95.0,57.0
Blocked,0.014394562,7479.json,98.0,58.0
Blocked,0.0896802,7479.json,107.0,50.0
Saved,0.1025468,7479.json,104.0,37.0
Post,0.047648035,7479.json,111.0,25.0
Blocked,0.15218212,7479.json,110.0,41.0
Blocked,0.12778337,7479.json,110.0,41.0
Off T,0.0537907,7479.json,102.0,40.0
Off T,0.08841688,7479.json,106.0,48.0
Saved,0.05233368,7479.json,97.0,40.0
Off T,0.4144298,7480.json,114.0,34.0
Blocked,0.13215852,7480.json,111.0,40.0
Off T,0.045987226,7480.json,93.0,40.0
Off T,0.036103237,7480.json,116.0,53.0
Off T,0.08203789,7480.json,108.0,47.0
Off T,0.0096744,7480.json,99.0,59.0
Blocked,0.032475572,7480.json,95.0,40.0
Post,0.02946362,7480.json,105.0,23.0
Saved,0.0338279,7482.json,95.0,41.0
Wayward,0.10189198,7482.json,113.0,45.0
Blocked,0.023438973,7482.json,93.0,49.0
Goal,0.6637888,7482.json,118.0,41.0
Saved,0.06314421,7482.json,106.0,53.0
Blocked,0.05240073,7482.json,96.0,42.0
Blocked,0.07491938,7482.json,101.0,44.0
Saved,0.29105633,7482.json,116.0,50.0
Off T,0.03251523,7482.json,91.0,41.0
Blocked,0.02485768,7482.json,101.0,58.0
Off T,0.11314585,7482.json,112.0,45.0
Blocked,0.05550635,7482.json,105.0,51.0
Off T,0.042098176,7482.json,95.0,37.0
Blocked,0.094000295,7482.json,106.0,52.0
Off T,0.07162415,7483.json,106.0,26.0
Off T,0.14316231,7483.json,108.0,29.0
Goal,0.08870972,7483.json,94.0,61.0
Blocked,0.12432386,7483.json,87.0,22.0
Saved,0.015001686,7483.json,114.0,24.0
Blocked,0.0059884223,7483.json,87.0,22.0
Off T,0.005723953,7483.json,77.0,23.0
Off T,0.022479612,7484.json,112.0,56.0
Saved,0.07201114,7484.json,107.0,29.0
Off T,0.087524265,7484.json,105.0,33.0
Blocked,0.1308167,7484.json,108.0,36.0
Off T,0.036839034,7484.json,98.0,27.0
Post,0.19173947,7484.json,112.0,44.0
Off T,0.4902142,7484.json,111.0,30.0
Saved,0.11607515,7484.json,103.0,43.0
Off T,0.06821975,7484.json,98.0,39.0
Off T,0.19866422,7484.json,113.0,34.0
Goal,0.67247033,7484.json,116.0,41.0
Off T,0.018280197,7484.json,90.0,50.0
Saved,0.1885167,7484.json,114.0,45.0
Blocked,0.0065448373,7484.json,89.0,54.0
Goal,0.6346382,7484.json,118.0,34.0
Saved,0.11053508,7484.json,110.0,35.0
Wayward,0.050470345,7485.json,104.0,41.0
Saved,0.013980359,7485.json,116.0,24.0
Off T,0.06987346,7485.json,109.0,26.0
Blocked,0.010453868,7485.json,104.0,20.0
Blocked,0.04713584,7485.json,99.0,30.0
Saved,0.34316838,7485.json,111.0,36.0
Off T,0.030757101,7485.json,86.0,40.0
Saved,0.02442867,7485.json,98.0,25.0
Off T,0.07112943,7485.json,106.0,29.0
Wayward,0.12840556,7485.json,112.0,31.0
Off T,0.040111944,7485.json,101.0,53.0
Off T,0.032467853,7485.json,91.0,37.0
Saved,0.10181043,7485.json,113.0,45.0
Goal,0.4082943,7485.json,112.0,38.0
Saved,0.010746061,7486.json,106.0,59.0
Goal,0.90355986,7486.json,119.0,42.0
Blocked,0.061870754,7486.json,113.0,49.0
Blocked,0.029926866,7486.json,94.0,53.0
Goal,0.094320826,7486.json,111.0,53.0
Off T,0.056879323,7486.json,103.0,48.0
Off T,0.10158305,7486.json,112.0,30.0
Off T,0.035376403,7486.json,93.0,41.0
Post,0.11302533,7486.json,110.0,39.0
Saved,0.09292677,7486.json,101.0,38.0
Off T,0.27349296,7486.json,103.0,37.0
Saved,0.046768658,7486.json,110.0,51.0
Blocked,0.010891853,7487.json,104.0,61.0
Off T,0.033910435,7487.json,93.0,34.0
Off T,0.029523456,7487.json,96.0,49.0
Off T,0.0742122,7487.json,112.0,55.0
Wayward,0.22934768,7487.json,110.0,35.0
Off T,0.04091162,7487.json,94.0,41.0
Off T,0.065403566,7487.json,107.0,54.0
Off T,0.031780303,7487.json,100.0,25.0
Goal,0.088821374,7490.json,107.0,51.0
Goal,0.50951004,7490.json,105.0,35.0
Off T,0.11405851,7490.json,97.0,29.0
Off T,0.031031037,7490.json,93.0,31.0
Post,0.19512042,7490.json,109.0,50.0
Off T,0.050014317,7490.json,107.0,24.0
Saved,0.05438924,7490.json,101.0,46.0
Blocked,0.03004364,7490.json,94.0,26.0
Saved,0.09260444,7490.json,109.0,27.0
Saved,0.03998084,7490.json,113.0,54.0
Off T,0.08916954,7492.json,101.0,43.0
Blocked,0.20417853,7492.json,106.0,33.0
Post,0.30292138,7492.json,117.0,46.0
Goal,0.47510394,7492.json,113.0,39.0
Off T,0.031355,7492.json,101.0,55.0
Goal,0.8784046,7492.json,116.0,42.0
Saved,0.09359876,7492.json,104.0,39.0
Off T,0.2330701,7492.json,115.0,43.0
Off T,0.058759764,7493.json,98.0,41.0
Blocked,0.082534604,7493.json,116.0,31.0
Off T,0.039595943,7493.json,107.0,55.0
Off T,0.1816325,7493.json,96.0,41.0
Saved,0.50861037,7493.json,117.0,36.0
Blocked,0.19538186,7493.json,115.0,48.0
Blocked,0.03507056,7493.json,94.0,39.0
Goal,0.17485029,7493.json,112.0,36.0
Saved,0.01235857,7493.json,89.0,27.0
Off T,0.030746384,7493.json,100.0,56.0
Blocked,0.028058425,7493.json,94.0,47.0
Saved,0.05475028,7493.json,105.0,55.0
Blocked,0.043843005,7493.json,96.0,36.0
Off T,0.028056154,7493.json,97.0,53.0
Saved,0.35081318,7493.json,112.0,36.0
Saved,0.007704234,7494.json,91.0,20.0
Off T,0.042534444,7494.json,94.0,42.0
Blocked,0.03192218,7494.json,95.0,45.0
Off T,0.10001802,7494.json,108.0,40.0
Off T,0.031225637,7494.json,97.0,53.0
Saved,0.035514683,7494.json,97.0,51.0
Blocked,0.024362665,7494.json,90.0,48.0
Saved,0.100013964,7494.json,116.0,31.0
Off T,0.030115098,7494.json,99.0,28.0
Saved,0.071766615,7494.json,110.0,28.0
Saved,0.09222911,7494.json,115.0,32.0
Goal,0.37875342,7494.json,109.0,50.0
Off T,0.026763039,7494.json,104.0,56.0
Off T,0.03550163,7494.json,95.0,34.0
Goal,0.29842728,7494.json,108.0,41.0
Off T,0.2513621,7494.json,110.0,48.0
Saved,0.2307884,7494.json,105.0,39.0
Blocked,0.060452443,7496.json,97.0,45.0
Off T,0.025648272,7496.json,97.0,26.0
Blocked,0.1271896,7496.json,108.0,30.0
Off T,0.06675993,7496.json,96.0,38.0
Blocked,0.10079002,7496.json,105.0,48.0
Off T,0.011031363,7496.json,90.0,26.0
Saved,0.062577255,7496.json,99.0,33.0
Off T,0.08176462,7496.json,95.0,47.0
Blocked,0.036180004,7496.json,94.0,37.0
Goal,0.10434004,7496.json,104.0,47.0
Saved,0.050009876,7496.json,97.0,48.0
Blocked,0.073656894,7496.json,109.0,50.0
Saved,0.08765152,7496.json,109.0,47.0
Blocked,0.06425461,7497.json,108.0,41.0
Blocked,0.036664154,7497.json,96.0,33.0
Goal,0.18735647,7497.json,113.0,37.0
Off T,0.033036597,7497.json,93.0,33.0
Off T,0.06103904,7497.json,104.0,31.0
Blocked,0.021242306,7497.json,90.0,35.0
Saved,0.046845287,7497.json,101.0,31.0
Blocked,0.02060013,7497.json,93.0,52.0
Off T,0.032180864,7497.json,107.0,25.0
Post,0.041469336,7497.json,103.0,26.0
Blocked,0.026971566,7497.json,93.0,44.0
Saved,0.09270675,7497.json,108.0,47.0
Off T,0.007715839,7497.json,101.0,59.0
Wayward,0.13019279,7497.json,104.0,42.0
Off T,0.011895883,7500.json,99.0,60.0
Saved,0.06005631,7500.json,106.0,28.0
Blocked,0.034897454,7500.json,99.0,29.0
Saved,0.24130394,7500.json,111.0,44.0
Blocked,0.03116093,7500.json,97.0,28.0
Off T,0.021704333,7500.json,91.0,32.0
Off T,0.0048161293,7500.json,77.0,16.0
Off T,0.48712838,7500.json,115.0,39.0
Blocked,0.094770506,7500.json,103.0,40.0
Saved,0.112193145,7519.json,105.0,39.0
Off T,0.08390923,7519.json,99.0,40.0
Blocked,0.061709896,7519.json,112.0,53.0
Saved,0.061359003,7519.json,107.0,28.0
Blocked,0.02435527,7519.json,91.0,43.0
Goal,0.1595889,7519.json,115.0,34.0
Goal,0.32582507,7519.json,113.0,37.0
Saved,0.20190458,7519.json,110.0,44.0
Off T,0.060749177,7519.json,101.0,40.0
Off T,0.17683792,7519.json,108.0,47.0
Blocked,0.18383887,7519.json,113.0,44.0
Off T,0.088588305,7520.json,106.0,29.0
Blocked,0.04937633,7520.json,102.0,31.0
Blocked,0.059408955,7520.json,109.0,53.0
Blocked,0.030838367,7520.json,96.0,32.0
Goal,0.10102557,7520.json,104.0,34.0
Off T,0.13804007,7520.json,117.0,31.0
Blocked,0.0099367,7520.json,100.0,19.0
Saved,0.005776868,7520.json,96.0,19.0
Saved,0.32292637,7520.json,104.0,38.0
Off T,0.04163159,7520.json,96.0,31.0
Goal,0.19345534,7521.json,117.0,46.0
Goal,0.08305111,7521.json,106.0,31.0
Blocked,0.01187223,7521.json,114.0,56.0
Off T,0.019532064,7521.json,97.0,25.0
Off T,0.10793567,7521.json,104.0,34.0
Blocked,0.04511424,7521.json,96.0,33.0
Saved,0.01532444,7521.json,116.0,22.0
Off T,0.06407119,7521.json,101.0,49.0
Wayward,0.21686375,7521.json,111.0,35.0
Saved,0.05870204,7521.json,101.0,44.0
Saved,0.0074401777,7521.json,89.0,55.0
Saved,0.06439967,7522.json,113.0,26.0
Blocked,0.046443466,7522.json,96.0,34.0
Off T,0.13918236,7522.json,109.0,29.0
Goal,0.16288345,7522.json,116.0,34.0
Off T,0.007483074,7522.json,86.0,51.0
Off T,0.038491912,7522.json,104.0,57.0
Off T,0.2698062,7523.json,114.0,37.0
Saved,0.15854976,7523.json,108.0,36.0
Blocked,0.026721712,7523.json,91.0,39.0
Wayward,0.27526912,7523.json,110.0,37.0
Off T,0.07040187,7523.json,111.0,29.0
Saved,0.06356636,7523.json,98.0,47.0
Blocked,0.02155469,7523.json,101.0,56.0
Saved,0.06096711,7523.json,107.0,45.0
Wayward,0.010513776,7523.json,110.0,64.0
Saved,0.13871266,7524.json,106.0,43.0
Off T,0.17730711,7524.json,112.0,41.0
Saved,0.04798351,7524.json,96.0,32.0
Saved,0.039288282,7524.json,99.0,51.0
Off T,0.10707714,7524.json,104.0,47.0
Saved,0.043223575,7524.json,104.0,57.0
Blocked,0.039542284,7524.json,101.0,26.0
Off T,0.02788031,7524.json,95.0,41.0
Blocked,0.017534807,7524.json,105.0,55.0
Off T,0.022508565,7524.json,94.0,26.0
Blocked,0.011904983,7524.json,103.0,20.0
Saved,0.18509914,7524.json,109.0,31.0
Goal,0.080782995,7524.json,110.0,32.0
Off T,0.14026344,7524.json,112.0,46.0
Saved,0.07595036,7524.json,113.0,53.0
Blocked,0.009870107,7524.json,94.0,57.0
Blocked,0.022850072,7524.json,99.0,55.0
Blocked,0.052451175,7524.json,105.0,51.0
Blocked,0.09991877,7524.json,108.0,31.0
Blocked,0.04288624,7524.json,97.0,48.0
Off T,0.018144282,7524.json,118.0,28.0
Saved,0.016349128,7524.json,118.0,50.0
Saved,0.037476845,7524.json,96.0,38.0
Off T,0.2903803,7524.json,114.0,42.0
Blocked,0.047829717,7525.json,111.0,52.0
Blocked,0.02564916,7525.json,107.0,26.0
Off T,0.032339387,7525.json,97.0,50.0
Saved,0.12617204,7525.json,107.0,39.0
Saved,0.030546982,7525.json,104.0,56.0
Off T,0.025765538,7525.json,97.0,25.0
Off T,0.02450558,7525.json,86.0,38.0
Off T,0.06695514,7529.json,99.0,46.0
Blocked,0.011507075,7529.json,109.0,59.0
Blocked,0.028548675,7529.json,101.0,23.0
Saved,0.13110706,7529.json,108.0,34.0
Off T,0.052039362,7529.json,108.0,52.0
Blocked,0.103822425,7529.json,108.0,49.0
Saved,0.054453943,7530.json,95.0,43.0
Blocked,0.064092785,7530.json,109.0,26.0
Blocked,0.09026888,7530.json,104.0,37.0
Off T,0.06915687,7530.json,104.0,43.0
Blocked,0.007040045,7530.json,86.0,30.0
Off T,0.012627738,7531.json,115.0,57.0
Blocked,0.03494443,7531.json,100.0,54.0
Off T,0.31297603,7531.json,107.0,32.0
Saved,0.03815293,7531.json,97.0,49.0
Blocked,0.0062765433,7531.json,90.0,23.0
Goal,0.07673583,7531.json,106.0,37.0
Saved,0.019393038,7531.json,96.0,26.0
Wayward,0.23878485,7531.json,114.0,40.0
Goal,0.28817946,7531.json,113.0,39.0
Blocked,0.01300174,7531.json,111.0,22.0
Blocked,0.0116975065,7531.json,118.0,24.0
Blocked,0.08008037,7531.json,111.0,49.0
Blocked,0.069268815,7531.json,101.0,37.0
Blocked,0.030180966,7531.json,100.0,53.0
Saved,0.009970189,7531.json,97.0,20.0
Off T,0.04472891,7531.json,97.0,44.0
Saved,0.01982028,7531.json,95.0,55.0
Off T,0.048534878,7531.json,105.0,52.0
Saved,0.005467236,7532.json,84.0,24.0
Blocked,0.016538767,7532.json,86.0,43.0
Blocked,0.055096734,7532.json,113.0,26.0
Off T,0.037667256,7532.json,88.0,36.0
Off T,0.019323658,7532.json,90.0,36.0
Off T,0.077727586,7532.json,114.0,50.0
Goal,0.24699534,7532.json,108.0,28.0
Saved,0.12293178,7532.json,108.0,29.0
Off T,0.13312599,7532.json,112.0,40.0
Saved,0.1773644,7532.json,108.0,43.0
Off T,0.13300222,7533.json,109.0,44.0
Goal,0.010917373,7533.json,99.0,21.0
Wayward,0.008365875,7533.json,115.0,57.0
Off T,0.027605115,7533.json,89.0,36.0
Off T,0.090432055,7533.json,108.0,32.0
Saved,0.058959655,7533.json,100.0,42.0
Off T,0.022279786,7533.json,92.0,52.0
Saved,0.009771554,7533.json,96.0,21.0
Off T,0.02486829,7533.json,114.0,54.0
Blocked,0.11827388,7534.json,111.0,29.0
Blocked,0.0056767375,7534.json,87.0,23.0
Saved,0.12941124,7534.json,105.0,46.0
Blocked,0.043891508,7534.json,100.0,31.0
Off T,0.041151885,7534.json,95.0,39.0
Goal,0.19460402,7534.json,109.0,32.0
Off T,0.13477883,7534.json,102.0,32.0
Saved,0.02910846,7534.json,95.0,30.0
Blocked,0.048906885,7534.json,105.0,25.0
Blocked,0.07452877,7534.json,102.0,36.0
Off T,0.074448265,7534.json,102.0,29.0
Off T,0.114304304,7534.json,109.0,41.0
Off T,0.041622043,7534.json,104.0,31.0
Off T,0.009542241,7534.json,114.0,58.0
Off T,0.04795046,7534.json,100.0,49.0
Blocked,0.10941726,7534.json,106.0,40.0
Off T,0.058029506,7534.json,101.0,54.0
Saved,0.050513986,7534.json,99.0,33.0
Blocked,0.090416625,7534.json,113.0,35.0
Off T,0.24410489,7534.json,113.0,40.0
Saved,0.55386275,7534.json,117.0,39.0
Off T,0.035709005,7534.json,96.0,31.0
Saved,0.0076826327,7534.json,95.0,59.0
Saved,0.016208809,7535.json,119.0,52.0
Off T,0.007944309,7535.json,93.0,20.0
Wayward,0.08929103,7535.json,116.0,32.0
Saved,0.37645623,7535.json,109.0,39.0
Off T,0.040321272,7535.json,94.0,37.0
Wayward,0.89477885,7535.json,118.0,42.0
Blocked,0.07834383,7535.json,100.0,36.0
Blocked,0.02729148,7535.json,102.0,57.0
Blocked,0.068592064,7535.json,100.0,43.0
Blocked,0.10570443,7535.json,106.0,42.0
Off T,0.0747409,7536.json,113.0,34.0
Saved,0.0327767,7536.json,104.0,24.0
Off T,0.02878628,7536.json,118.0,30.0
Saved,0.0654758,7536.json,109.0,54.0
Saved,0.34641263,7536.json,111.0,49.0
Saved,0.024635071,7537.json,94.0,48.0
Blocked,0.05048326,7537.json,98.0,46.0
Post,0.2161229,7537.json,108.0,54.0
Wayward,0.022509541,7538.json,118.0,29.0
Blocked,0.06819925,7538.json,111.0,38.0
Off T,0.058042593,7538.json,99.0,37.0
Off T,0.11802932,7538.json,107.0,30.0
Blocked,0.026066551,7538.json,97.0,25.0
Blocked,0.006241017,7538.json,83.0,47.0
Blocked,0.057121377,7538.json,98.0,33.0
Blocked,0.028747292,7538.json,100.0,56.0
Off T,0.19956683,7538.json,110.0,38.0
Blocked,0.039492566,7539.json,99.0,48.0
Blocked,0.015028189,7539.json,98.0,62.0
Blocked,0.13267757,7539.json,109.0,35.0
Off T,0.04273148,7539.json,113.0,53.0
Goal,0.99118865,7539.json,113.0,40.0
Saved,0.05977887,7539.json,111.0,45.0
Blocked,0.01924025,7540.json,100.0,22.0
Off T,0.054492563,7540.json,96.0,37.0
Blocked,0.029840613,7540.json,99.0,48.0
Off T,0.01850139,7540.json,89.0,32.0
Wayward,0.016148616,7540.json,90.0,39.0
Saved,0.13225357,7540.json,107.0,41.0
Blocked,0.023341442,7540.json,97.0,55.0
Blocked,0.13687143,7540.json,107.0,33.0
Off T,0.02183278,7540.json,90.0,34.0
Blocked,0.060671132,7540.json,102.0,38.0
Off T,0.014450283,7540.json,102.0,59.0
Saved,0.3376846,7541.json,104.0,48.0
Blocked,0.23730883,7541.json,103.0,39.0
Off T,0.14577667,7541.json,108.0,30.0
Blocked,0.022535361,7541.json,93.0,49.0
Saved,0.14382575,7541.json,109.0,45.0
Saved,0.083701745,7541.json,117.0,30.0
Saved,0.060330503,7541.json,106.0,28.0
Saved,0.008464088,7541.json,96.0,60.0
Wayward,0.13071316,7541.json,108.0,43.0
Off T,0.04095015,7542.json,108.0,56.0
Blocked,0.05608462,7542.json,109.0,26.0
Saved,0.013198647,7542.json,92.0,25.0
Wayward,0.22690645,7542.json,108.0,44.0
Off T,0.0058760555,7542.json,87.0,28.0
Saved,0.041491136,7542.json,105.0,57.0
Saved,0.113801956,7542.json,112.0,50.0
Blocked,0.07717339,7542.json,112.0,50.0
Off T,0.007644402,7542.json,90.0,21.0
Off T,0.0062442855,7543.json,101.0,62.0
Off T,0.0797548,7543.json,112.0,39.0
Off T,0.13669233,7543.json,117.0,47.0
Wayward,0.121088564,7543.json,109.0,37.0
Off T,0.101114124,7544.json,110.0,34.0
Off T,0.011932639,7544.json,119.0,53.0
Saved,0.0094235735,7544.json,96.0,58.0
Off T,0.10249908,7544.json,112.0,49.0
Off T,0.0055306493,7544.json,83.0,40.0
Off T,0.15817063,7544.json,112.0,47.0
Blocked,0.009338622,7544.json,105.0,59.0
Saved,0.37744683,7544.json,104.0,41.0
Wayward,0.0815443,7544.json,102.0,40.0
Blocked,0.024956208,7544.json,98.0,24.0
Off T,0.09167263,7545.json,99.0,34.0
Saved,0.13586974,7545.json,111.0,29.0
Goal,0.3903937,7545.json,108.0,30.0
Saved,0.1882397,7545.json,113.0,34.0
Blocked,0.2574592,7545.json,117.0,36.0
Off T,0.19214138,7545.json,115.0,49.0
Off T,0.011055459,7545.json,107.0,59.0
Blocked,0.02916088,7545.json,103.0,24.0
Goal,0.026013188,7545.json,93.0,45.0
Saved,0.036090992,7545.json,100.0,27.0
Blocked,0.07852001,7545.json,108.0,31.0
Saved,0.10333694,7545.json,98.0,38.0
Off T,0.002964359,7546.json,62.0,36.0
