shot_outcome_name,shot_statsbomb_xg,match_file,xpos,ypos
Off T,0.13582948,68319.json,113.3,38.9
Saved,0.029853897,68319.json,92.5,39.5
Saved,0.13454662,68319.json,108.4,50.8
Goal,0.2444742,68319.json,113.3,30.6
Off T,0.081395075,68319.json,105.6,40.1
Off T,0.12948102,68320.json,114.7,33.9
Blocked,0.015063839,68320.json,84.7,36.5
Off T,0.06338402,68320.json,107.6,29.6
Goal,0.026054524,68320.json,90.3,48.3
Saved,0.06803406,68320.json,97.7,34.0
Blocked,0.019413058,68321.json,87.4,41.0
Off T,0.018796,68321.json,93.0,46.4
Blocked,0.023273772,68321.json,95.4,28.5
Off T,0.008115219,68321.json,94.3,20.2
Off T,0.0063753948,68321.json,108.7,19.2
Blocked,0.022818498,68321.json,94.5,55.1
Off T,0.009910749,68321.json,107.4,20.2
Blocked,0.08338188,68321.json,111.2,27.1
Off T,0.064903915,68322.json,99.9,32.6
Off T,0.07383403,68322.json,112.5,35.9
Blocked,0.05811793,68322.json,104.9,29.9
Off T,0.08146424,68323.json,99.1,30.0
Blocked,0.07879819,68323.json,107.8,34.7
Saved,0.046720576,68323.json,107.0,56.5
Saved,0.05619402,68323.json,99.1,49.6
Post,0.010057461,68323.json,109.7,58.9
Off T,0.13745835,68323.json,105.7,42.6
Off T,0.0053185485,68323.json,74.4,35.0
Saved,0.31881028,68323.json,111.2,42.9
Saved,0.24670252,68323.json,111.4,45.5
Post,0.011273943,68324.json,112.8,22.1
Blocked,0.008244703,68324.json,101.3,59.6
Blocked,0.04439544,68324.json,100.8,44.4
Blocked,0.058332834,68324.json,111.2,29.8
Off T,0.2920523,68324.json,116.2,45.6
Saved,0.15648219,68324.json,105.0,42.0
Goal,0.8668759,68324.json,115.9,39.5
Off T,0.45479172,68324.json,109.8,32.4
Blocked,0.015990648,68324.json,89.4,52.3
Off T,0.024344625,68324.json,92.8,46.6
Off T,0.14577432,68324.json,106.4,31.1
Saved,0.0055098124,68325.json,74.8,38.0
Blocked,0.0585213,68325.json,97.4,43.2
Off T,0.044136267,68325.json,102.3,44.3
Saved,0.0046375142,68325.json,77.6,22.0
Goal,0.3288889,68325.json,107.6,33.0
Goal,0.13055193,68325.json,107.5,35.4
Goal,0.14567757,68325.json,109.8,27.1
Saved,0.037955824,68326.json,98.9,30.3
Blocked,0.05980708,68326.json,108.5,43.7
Wayward,0.0070215296,68326.json,68.7,4.8
Goal,0.13645959,68326.json,104.0,36.1
Blocked,0.04339284,68326.json,103.5,32.6
Off T,0.15713295,68326.json,109.9,29.9
Blocked,0.059047893,68327.json,104.6,40.0
Saved,0.042525455,68327.json,104.9,56.4
Goal,0.30461535,68327.json,105.2,49.6
Goal,0.19429968,68327.json,110.2,47.3
Saved to Post,0.28725752,68327.json,112.5,49.3
Off T,0.07647868,68327.json,106.5,45.8
Saved,0.03910947,68327.json,95.3,50.4
Off T,0.06293084,68327.json,98.0,35.6
Blocked,0.6734019,68327.json,115.7,36.7
Saved,0.03086057,68328.json,106.4,22.4
Off T,0.04322091,68328.json,96.0,35.0
Off T,0.035122953,68328.json,94.3,38.0
Blocked,0.037719976,68328.json,95.3,36.2
Off T,0.0067191278,68328.json,91.2,57.9
Saved,0.056806643,68328.json,97.2,36.5
Off T,0.008168015,68328.json,86.9,50.8
Blocked,0.030308895,68328.json,113.5,27.2
Saved,0.1870361,68328.json,111.6,33.4
Off T,0.024232939,68329.json,93.1,51.0
Off T,0.022382563,68329.json,93.9,25.2
Off T,0.03921179,68329.json,104.2,28.5
Blocked,0.107434504,68329.json,114.0,45.5
Off T,0.15721133,68329.json,110.0,33.2
Goal,0.13291487,68329.json,110.7,50.2
Goal,0.14384015,68330.json,109.3,37.7
Saved,0.029207936,68330.json,98.7,24.2
Wayward,0.06559758,68330.json,96.5,32.9
Saved,0.029983455,68330.json,95.4,50.9
Off T,0.30506054,68330.json,110.0,43.4
Saved,0.026926145,68330.json,106.1,26.0
Blocked,0.019664805,68330.json,93.1,30.8
Goal,0.31715658,68330.json,108.9,39.9
Post,0.029055499,68330.json,96.6,49.1
Off T,0.007560439,68330.json,110.1,15.7
Off T,0.039464466,68330.json,104.4,24.3
Off T,0.020082053,68330.json,89.8,35.8
Blocked,0.032048628,68330.json,97.1,33.0
Off T,0.19668749,68330.json,112.7,30.3
Blocked,0.08329088,68331.json,101.8,49.6
Blocked,0.06008203,68331.json,102.5,46.5
Off T,0.009118065,68331.json,111.3,20.5
Blocked,0.042261414,68331.json,110.0,50.7
Blocked,0.06790863,68331.json,100.8,36.6
Blocked,0.037783615,68331.json,98.3,48.9
Saved,0.026409663,68331.json,93.3,24.7
Blocked,0.041935563,68331.json,112.6,54.7
Saved,0.18772419,68332.json,105.5,52.1
Saved,0.13572226,68332.json,103.7,40.8
Off T,0.023471149,68332.json,91.5,47.7
Saved,0.011071001,68332.json,105.7,21.5
Off T,0.09805638,68332.json,112.2,52.1
Goal,0.44065568,68332.json,112.7,39.2
Blocked,0.031417098,68332.json,98.3,50.5
Off T,0.027110556,68332.json,92.3,27.3
Saved,0.01544622,68333.json,98.4,22.0
Saved,0.035159934,68333.json,94.3,37.8
Goal,0.15125805,68333.json,103.3,40.5
Off T,0.1908348,68333.json,112.9,41.4
Off T,0.007774844,68333.json,82.3,55.9
Goal,0.15206175,68333.json,103.5,25.7
Saved,0.28975976,68333.json,110.0,29.6
Blocked,0.026163744,68334.json,89.8,44.4
Goal,0.08391149,68334.json,111.9,34.2
Off T,0.07168578,68334.json,103.4,36.8
Saved,0.012947142,68334.json,108.4,58.0
Saved,0.2015434,68334.json,116.4,47.6
Off T,0.033412084,68334.json,104.1,55.9
Saved,0.13133764,68334.json,105.3,28.3
Off T,0.3654007,68334.json,110.6,36.2
Goal,0.07295377,68335.json,99.0,36.9
Off T,0.09997603,68335.json,111.7,34.7
Saved,0.24121343,68335.json,111.2,32.9
Blocked,0.027922854,68335.json,95.6,54.1
Saved,0.08375116,68335.json,105.7,38.7
Saved,0.18163866,68335.json,115.7,31.4
Goal,0.30498907,68335.json,111.0,42.1
Blocked,0.044726044,68335.json,95.1,45.9
Off T,0.5019723,68335.json,117.2,36.8
Off T,0.06264906,68335.json,103.3,41.3
Saved,0.257388,68335.json,102.0,40.2
Saved,0.066841826,68335.json,99.1,32.2
Saved,0.08047026,68335.json,107.8,27.9
Blocked,0.11493556,68335.json,107.7,48.6
Off T,0.047647536,68335.json,98.4,31.4
Goal,0.101708755,68335.json,107.0,27.4
Saved,0.006284921,68336.json,103.8,6.6
Off T,0.0044756234,68336.json,74.8,54.4
Saved,0.06815488,68336.json,108.3,28.9
Blocked,0.10224508,68336.json,103.9,44.1
Saved,0.0710188,68336.json,109.0,28.0
Wayward,0.13665439,68336.json,106.5,42.9
Saved,0.013003337,68336.json,107.3,59.3
Goal,0.11094798,68336.json,106.8,31.4
Off T,0.06867613,68336.json,108.6,28.1
Off T,0.031826038,68336.json,101.2,23.9
Off T,0.03812695,68337.json,96.8,44.4
Blocked,0.017608298,68337.json,94.4,50.0
Blocked,0.011995319,68337.json,84.3,43.8
Off T,0.095447056,68337.json,109.8,46.9
Saved,0.2525656,68337.json,105.2,43.9
Off T,0.041169204,68337.json,93.1,41.2
Saved,0.22356792,68337.json,112.0,38.2
Saved,0.026215924,68337.json,92.5,32.9
Off T,0.028045787,68337.json,94.4,51.1
Off T,0.048192415,68337.json,102.4,39.4
Off T,0.153885,68337.json,112.5,34.1
Saved,0.35390115,68337.json,103.4,38.4
Off T,0.014670367,68337.json,117.3,26.5
Off T,0.09060522,68338.json,100.8,36.5
Off T,0.021251587,68338.json,90.3,36.7
Blocked,0.06806814,68338.json,108.7,49.3
Off T,0.02984501,68338.json,91.0,36.3
Off T,0.015340934,68338.json,87.7,50.7
Goal,0.38680646,68338.json,108.0,33.7
Saved,0.0066213175,68338.json,83.1,42.5
Saved,0.010061375,68339.json,83.4,31.3
Goal,0.49380678,68339.json,112.1,38.6
Saved,0.05831581,68340.json,98.5,45.7
Goal,0.011600127,68340.json,84.1,40.2
Off T,0.055875115,68340.json,105.6,47.5
Off T,0.040111568,68340.json,98.6,34.3
Goal,0.20891401,68340.json,110.3,46.4
Goal,0.0069834264,68341.json,82.3,47.2
Off T,0.0074095554,68341.json,82.6,29.9
Blocked,0.050582137,68341.json,105.6,53.3
Saved,0.28361085,68341.json,113.9,48.3
Goal,0.029682595,68341.json,118.1,49.6
Off T,0.022363307,68341.json,86.4,42.9
Saved,0.06176394,68341.json,102.3,50.8
Blocked,0.02296501,68341.json,89.6,41.1
Off T,0.12728213,68341.json,113.0,28.0
Saved,0.037846137,68341.json,107.8,54.4
Off T,0.06366765,68342.json,106.9,31.5
Saved,0.10715234,68342.json,107.3,52.7
Off T,0.049719,68342.json,92.9,46.3
Wayward,0.092452556,68342.json,107.7,47.8
Saved,0.047900315,68342.json,104.3,50.7
Goal,0.52280796,68342.json,116.2,32.8
Saved,0.028761249,68342.json,100.2,28.8
Wayward,0.08313348,68343.json,114.5,32.5
Saved,0.06653832,68343.json,103.7,41.4
Off T,0.015975524,68343.json,95.5,30.2
Off T,0.023575671,68343.json,94.9,51.7
Off T,0.0077508707,68343.json,91.6,56.5
Off T,0.02105307,68343.json,97.4,56.0
Off T,0.08608226,68343.json,106.9,41.6
Saved,0.015560293,68343.json,84.8,37.7
Post,0.09469714,68343.json,105.9,49.9
Saved,0.037687596,68343.json,95.3,37.8
Off T,0.026594458,68343.json,98.3,23.6
Off T,0.028212985,68344.json,100.3,57.5
Post,0.18944763,68344.json,113.3,49.7
Off T,0.06742577,68344.json,107.5,30.2
Saved,0.036578003,68344.json,92.8,41.4
Off T,0.02314342,68344.json,95.3,53.3
Off T,0.021142535,68345.json,99.1,22.8
Blocked,0.02069929,68345.json,102.7,54.9
Saved,0.016245713,68345.json,85.0,37.6
Off T,0.050145548,68345.json,103.5,48.3
Saved,0.12229547,68345.json,105.0,50.4
Off T,0.009433411,68345.json,110.0,59.2
Blocked,0.03165816,68345.json,94.8,37.8
Wayward,0.050367314,68345.json,99.7,50.3
Blocked,0.047228616,68345.json,105.0,30.9
Wayward,0.13489367,68345.json,109.6,39.3
Off T,0.12334641,68345.json,112.8,40.2
Saved,0.5017711,68345.json,110.2,35.8
Blocked,0.0070569795,68346.json,89.4,55.9
Off T,0.0064100013,68346.json,81.3,41.0
Blocked,0.040925093,68346.json,96.6,47.8
Saved Off Target,0.0747275,68346.json,109.1,44.2
Off T,0.00677029,68346.json,79.2,34.7
Goal,0.29874805,68346.json,109.8,34.9
Saved,0.19782586,68346.json,115.1,48.5
Saved,0.13514602,68346.json,112.9,43.2
Saved,0.11423126,68346.json,110.1,34.7
Off T,0.15174179,68346.json,116.4,33.3
Off T,0.043740448,68346.json,96.0,38.5
Goal,0.15400036,68347.json,107.9,37.5
Off T,0.03040811,68347.json,104.5,56.8
Off T,0.03679686,68347.json,99.5,53.8
Wayward,0.15508859,68347.json,113.7,44.2
Off T,0.023335202,68347.json,87.4,40.0
Off T,0.05279956,68347.json,94.2,48.7
Saved,0.025882592,68347.json,100.4,22.7
Saved,0.0052933767,68348.json,75.4,31.3
Off T,0.3680332,68348.json,107.4,42.2
Saved,0.16581263,68348.json,94.7,32.1
Off T,0.09256414,68348.json,85.6,37.1
Off T,0.09642705,68348.json,108.3,39.8
Saved,0.078734905,68348.json,102.7,40.4
Off T,0.008693512,68348.json,97.7,20.2
Off T,0.06920001,68350.json,110.2,49.2
Goal,0.88209945,68350.json,114.2,40.5
Blocked,0.0072340923,68350.json,86.9,52.2
Off T,0.09856411,68350.json,108.9,43.3
Goal,0.36060983,68350.json,108.2,38.3
Off T,0.00890615,68350.json,105.2,58.3
Off T,0.014616117,68351.json,116.8,53.6
Off T,0.011063794,68351.json,84.1,43.5
Off T,0.012169483,68351.json,83.8,40.4
Off T,0.010283306,68351.json,107.6,19.0
Saved,0.011891731,68351.json,96.4,21.6
Goal,0.29215696,68351.json,113.1,43.6
Saved,0.24499084,68352.json,106.2,34.3
Off T,0.05105918,68352.json,100.6,52.4
Off T,0.090349354,68352.json,103.4,50.1
Off T,0.013243625,68352.json,100.4,58.4
Saved,0.14453724,68352.json,110.1,40.2
Blocked,0.11798265,68352.json,109.9,47.4
Off T,0.05125762,68352.json,99.2,34.9
Off T,0.05866728,68353.json,96.1,42.2
Goal,0.013801029,68353.json,91.6,55.0
Saved,0.014420936,68353.json,108.7,58.0
Saved,0.30802777,68353.json,114.9,29.5
Off T,0.074461535,68353.json,116.8,49.2
Off T,0.15884337,68353.json,108.4,28.4
Off T,0.007431242,68353.json,88.4,59.2
Blocked,0.12720343,68354.json,105.5,32.0
Off T,0.026545018,68354.json,87.9,49.1
Off T,0.02121874,68354.json,100.2,22.0
Goal,0.15295842,68354.json,104.9,44.7
Off T,0.025999889,68354.json,92.6,45.2
Saved,0.06550612,68354.json,102.9,45.2
Off T,0.09179476,68354.json,106.8,36.8
Wayward,0.015224432,68355.json,85.3,39.8
Goal,0.42218363,68356.json,112.6,35.1
Off T,0.07683859,68356.json,105.3,29.7
Off T,0.03825783,68356.json,101.9,53.5
Off T,0.055669103,68356.json,96.3,45.8
Wayward,0.021777341,68356.json,105.5,22.3
Off T,0.11840527,68356.json,107.3,43.8
Blocked,0.0261968,68356.json,92.6,42.8
Blocked,0.03011113,68356.json,104.0,22.6
Goal,0.1924721,68356.json,109.5,35.9
Off T,0.023110343,68357.json,90.5,50.7
Saved,0.019806115,68357.json,114.7,53.7
Off T,0.026687084,68357.json,103.4,57.8
Goal,0.24514452,68357.json,103.9,49.8
Blocked,0.064202435,68357.json,106.0,50.4
Saved,0.048517138,68357.json,111.4,52.4
Off T,0.034293592,68357.json,94.4,37.7
Blocked,0.060257502,68357.json,100.9,28.3
Off T,0.012376024,68357.json,106.4,60.1
Blocked,0.05688614,68357.json,107.6,41.8
Off T,0.044372786,68357.json,115.9,49.2
Blocked,0.06140472,68357.json,105.5,37.6
Post,0.014268769,68357.json,84.6,46.1
Blocked,0.03146504,68357.json,105.2,27.7
Saved,0.06298887,68357.json,96.7,47.6
Goal,0.37025484,68358.json,114.0,38.8
Off T,0.35824752,68358.json,113.2,37.5
Off T,0.102341436,68358.json,105.4,36.6
Goal,0.048209086,68358.json,95.5,33.9
Saved,0.32407638,68358.json,113.2,36.8
Saved,0.006975098,68358.json,92.7,60.4
Off T,0.109446794,68358.json,106.8,39.1
Off T,0.08882253,68359.json,102.1,32.3
Off T,0.0069860094,68359.json,100.6,14.6
Off T,0.034644503,68359.json,105.0,23.6
Off T,0.14968696,68359.json,112.9,45.7
Saved,0.020192573,68359.json,88.3,32.2
Saved,0.027154777,68359.json,117.8,50.3
Off T,0.10297612,68359.json,103.4,35.3
Blocked,0.0059510297,68359.json,83.4,58.4
Off T,0.016705925,68359.json,103.2,58.4
Off T,0.010100661,68359.json,105.4,20.0
Saved,0.007236877,68359.json,114.7,57.4
Off T,0.028936302,68360.json,99.5,24.0
Goal,0.11178709,68360.json,107.3,38.5
Off T,0.12328458,68360.json,108.1,35.2
Off T,0.0065171593,68360.json,81.5,38.7
Goal,0.80582106,68360.json,114.5,38.7
Saved,0.009442626,68360.json,96.0,60.4
Blocked,0.02611989,68360.json,104.6,24.3
Saved,0.044639327,68360.json,101.8,24.0
Goal,0.09778944,68361.json,102.0,37.8
Blocked,0.008278082,68361.json,102.9,18.4
Saved,0.05345073,68361.json,111.4,26.1
Off T,0.045412254,68361.json,108.2,26.1
Saved,0.021186171,68361.json,86.3,36.7
Blocked,0.022813959,68361.json,99.5,27.9
Goal,0.40809333,68361.json,114.2,43.3
Saved,0.11870101,68361.json,101.3,43.9
Goal,0.20033191,68361.json,96.5,33.3
Wayward,0.024380228,68362.json,92.8,29.7
Goal,0.36996657,68362.json,104.5,39.3
Off T,0.20783718,68362.json,108.2,33.6
Saved,0.056565527,68362.json,97.4,44.9
Blocked,0.006508264,68363.json,83.1,20.7
Saved,0.024688778,68363.json,92.7,36.8
Saved,0.29350767,68363.json,108.7,42.5
Goal,0.5644483,68363.json,111.5,42.4
Saved,0.01623523,68363.json,106.7,22.1
Blocked,0.017552322,68363.json,89.3,28.9
Saved,0.064686365,68363.json,99.0,30.0
Off T,0.040969163,68363.json,103.8,23.0
Saved,0.13115184,68363.json,118.8,34.9
Off T,0.015002307,68363.json,85.8,44.4
Off T,0.006176261,68363.json,82.0,55.3
Blocked,0.07911111,68363.json,104.1,45.5
Saved,0.16082907,68363.json,104.8,37.1
Goal,0.06773658,68364.json,107.5,27.2
Off T,0.077898495,68364.json,105.3,29.4
Saved,0.010976181,68364.json,94.6,57.8
Off T,0.2925673,68364.json,112.5,43.6
Saved,0.009627967,68365.json,97.0,58.8
Off T,0.023999993,68365.json,97.0,23.7
Saved,0.0067639537,68365.json,91.7,19.2
Goal,0.088492855,68365.json,107.4,39.4
Goal,0.032240175,68365.json,101.3,57.2
Off T,0.0073631834,68365.json,80.6,43.6
Off T,0.15029946,68365.json,113.3,29.1
Goal,0.061909337,68365.json,100.5,31.5
Blocked,0.0536442,68365.json,108.7,27.4
Saved,0.018618677,68365.json,88.3,35.7
Blocked,0.08098837,68365.json,114.5,33.0
Off T,0.027348844,68365.json,90.9,45.1
Off T,0.0073452285,68366.json,86.7,51.2
Saved,0.0070515783,68366.json,91.5,22.0
Goal,0.02840656,68366.json,101.9,24.3
Saved,0.028110104,68366.json,88.9,47.0
Saved,0.088879876,68366.json,104.5,41.7
Goal,0.59668195,68366.json,114.7,39.3
Goal,0.021443645,68366.json,103.1,57.5
Blocked,0.08348969,68366.json,108.1,51.4
Blocked,0.04739453,69137.json,98.3,32.6
Off T,0.06608622,69137.json,105.4,29.1
Wayward,0.0048467205,69137.json,72.7,46.2
Saved,0.0118768355,69137.json,100.6,20.5
Off T,0.00656735,69137.json,84.8,49.7
Saved,0.067306206,69137.json,114.4,53.2
Blocked,0.040904585,69138.json,96.9,36.1
Off T,0.0640794,69138.json,112.3,28.6
Off T,0.06484226,69138.json,103.7,41.7
Saved,0.1153211,69138.json,104.1,37.4
Off T,0.06295072,69138.json,106.8,37.8
Goal,0.22914901,69138.json,114.0,49.8
Off T,0.0066508176,69138.json,86.6,50.8
Goal,0.18341838,69138.json,109.6,38.9
Off T,0.36230963,69139.json,115.2,35.6
Off T,0.06258783,69139.json,98.9,47.4
Goal,0.39262238,69139.json,117.0,44.5
Goal,0.12312755,69139.json,100.6,30.0
Goal,0.05013023,69141.json,97.4,42.7
Saved,0.018765034,69141.json,86.0,34.0
Goal,0.18795016,69141.json,113.3,31.7
Saved,0.2177476,69141.json,113.6,47.7
Blocked,0.02328239,69141.json,92.9,43.7
Blocked,0.033762038,69141.json,92.9,43.0
Saved,0.05987244,69141.json,95.5,35.0
Goal,0.39615226,69141.json,110.1,43.8
Blocked,0.043159433,69141.json,100.9,41.3
Saved,0.03791184,69142.json,96.4,31.4
Blocked,0.034943104,69142.json,93.0,47.3
Off T,0.07097189,69142.json,98.1,37.2
Off T,0.13097894,69142.json,109.2,40.4
Blocked,0.10367381,69142.json,110.3,29.8
Off T,0.47086886,69142.json,103.9,37.5
Blocked,0.057797953,69142.json,99.7,43.9
Saved,0.041164216,69142.json,101.5,30.6
Saved,0.26906183,69142.json,112.5,37.2
Off T,0.03000717,69142.json,98.1,50.9
Goal,0.17297147,69142.json,109.0,41.1
Saved,0.0088831065,69142.json,93.1,22.9
Goal,0.5178138,69142.json,113.6,40.5
Off T,0.023991378,69142.json,100.7,56.8
Blocked,0.0637071,69142.json,107.0,29.3
Off T,0.023453962,69142.json,101.0,22.7
Saved,0.31880748,69142.json,110.3,34.8
Blocked,0.032070644,69142.json,91.0,41.9
Blocked,0.009659664,69144.json,87.2,51.1
Off T,0.0062888856,69144.json,84.0,31.3
Saved,0.14580332,69144.json,104.8,45.2
Saved,0.02039487,69144.json,94.7,25.3
Goal,0.37062803,69144.json,112.2,42.0
Blocked,0.03182432,69145.json,92.4,43.7
Saved,0.2041644,69145.json,110.8,40.3
Off T,0.075840615,69145.json,108.2,37.9
Saved,0.03457387,69145.json,100.3,50.2
Blocked,0.6182176,69145.json,114.0,38.7
Blocked,0.09521738,69145.json,111.3,52.1
Saved,0.06692356,69146.json,106.8,28.9
Off T,0.039305862,69146.json,99.5,32.5
Saved,0.040117323,69146.json,116.1,52.4
Saved,0.118214704,69146.json,109.8,45.9
Goal,0.755674,69146.json,118.2,36.0
Off T,0.04072512,69146.json,94.1,44.7
Saved,0.030551068,69146.json,95.1,33.0
Off T,0.061508708,69146.json,96.6,47.2
Blocked,0.044680364,69146.json,104.5,29.3
Goal,0.12862208,69146.json,103.8,45.4
Off T,0.009654844,69146.json,99.5,20.0
Saved,0.024572602,69147.json,85.8,42.7
Off T,0.19785312,69147.json,108.7,41.3
Goal,0.07575983,69147.json,109.4,52.2
Off T,0.011776477,69147.json,95.7,21.8
Off T,0.10173104,69147.json,102.4,36.0
Off T,0.054549333,69147.json,113.4,53.1
Blocked,0.13760374,69147.json,113.3,29.5
Blocked,0.06247645,69147.json,100.1,36.6
Off T,0.016502239,69147.json,88.5,40.1
Blocked,0.032391638,69147.json,96.4,49.2
Saved,0.020285737,69147.json,100.2,55.8
Off T,0.006008532,69147.json,86.3,50.5
Off T,0.029055808,69148.json,101.9,51.3
Blocked,0.08937317,69148.json,107.8,30.9
Post,0.060711276,69148.json,111.9,32.1
Off T,0.027687877,69148.json,93.3,29.6
Saved,0.0789904,69148.json,107.0,27.9
Saved,0.005952288,69149.json,90.8,18.8
Blocked,0.07280441,69149.json,101.4,46.2
Saved,0.04746987,69149.json,94.1,39.5
Goal,0.47098592,69149.json,104.6,36.7
Off T,0.05870421,69149.json,100.6,38.7
Goal,0.07262791,69149.json,111.1,54.1
Saved,0.25909805,69149.json,107.0,49.9
Goal,0.42386377,69149.json,114.0,43.4
Off T,0.11231496,69149.json,110.7,42.2
Wayward,0.031000337,69151.json,100.9,52.6
Goal,0.3795288,69151.json,106.4,31.6
Off T,0.104615174,69151.json,99.1,46.2
Goal,0.15727653,69151.json,115.1,50.2
Saved,0.04272252,69151.json,100.2,50.5
Post,0.094279505,69151.json,116.4,47.6
Goal,0.19657052,69153.json,112.4,51.6
Off T,0.1227973,69153.json,100.5,35.1
Blocked,0.04070079,69153.json,101.9,31.6
Off T,0.020867852,69153.json,88.1,47.2
Blocked,0.009946509,69153.json,84.6,35.2
Blocked,0.077741444,69153.json,108.8,42.7
Blocked,0.07128609,69153.json,108.4,25.7
Blocked,0.57522035,69153.json,114.0,39.6
Off T,0.0065687345,69154.json,90.5,20.9
Blocked,0.08781905,69154.json,111.1,33.6
Off T,0.006973523,69154.json,101.0,15.2
Off T,0.3212723,69154.json,110.1,35.1
Off T,0.007622292,69154.json,83.8,35.9
Off T,0.038516186,69155.json,97.5,32.0
Saved,0.05437806,69155.json,95.3,42.4
Off T,0.028526124,69155.json,87.2,40.3
Saved,0.20368028,69155.json,109.6,31.4
Wayward,0.36423334,69155.json,114.5,35.7
Saved,0.03188492,69155.json,98.0,30.4
Goal,0.22033323,69155.json,108.3,51.2
Off T,0.021112634,69155.json,89.0,31.6
Blocked,0.011247148,69156.json,93.6,56.0
Off T,0.09841644,69156.json,101.1,37.6
Off T,0.15812173,69156.json,110.9,38.1
Blocked,0.033779398,69156.json,99.5,26.1
Off T,0.03192814,69156.json,93.5,52.5
Off T,0.04363344,69156.json,105.4,36.0
Wayward,0.2784783,69156.json,115.8,38.0
Saved,0.02184553,69157.json,97.3,24.0
Blocked,0.14149211,69157.json,111.0,35.5
Saved,0.16058877,69157.json,101.4,47.3
Saved,0.006879013,69157.json,86.3,52.4
Blocked,0.02896236,69158.json,89.3,41.4
Saved,0.026032433,69158.json,104.2,28.0
Saved,0.06441097,69158.json,107.8,28.9
Saved,0.023719013,69158.json,88.3,47.5
Saved,0.4416887,69158.json,105.8,47.3
Goal,0.49732313,69158.json,109.6,37.3
Blocked,0.0069131684,69158.json,88.6,54.5
Off T,0.15036865,69158.json,110.2,43.4
Off T,0.019140506,69158.json,114.6,23.8
Saved,0.05516974,69158.json,105.7,26.1
Off T,0.046753142,69158.json,105.9,53.1
Off T,0.11309177,69158.json,110.7,27.8
Saved,0.11405978,69158.json,112.2,27.7
Saved,0.112449996,69158.json,103.5,30.1
Off T,0.006450135,69159.json,106.0,19.1
Off T,0.020739593,69159.json,90.4,48.3
Saved,0.040999018,69159.json,97.9,30.1
Off T,0.016107408,69159.json,113.2,55.8
Blocked,0.042153224,69159.json,101.1,52.1
Saved,0.36651027,69159.json,107.2,40.4
Off T,0.06799393,69159.json,107.4,42.0
Off T,0.018734453,69160.json,89.7,28.6
Saved,0.011284254,69160.json,92.4,22.9
Saved,0.009382684,69160.json,111.3,58.1
Saved,0.12135352,69160.json,108.0,42.9
Goal,0.7708575,69160.json,108.6,45.0
Off T,0.017739506,69160.json,89.3,28.5
Saved,0.101147674,69160.json,105.5,30.6
Off T,0.07866968,69160.json,103.9,31.1
Blocked,0.06753249,69161.json,102.8,30.1
Goal,0.07677277,69161.json,97.1,39.7
Off T,0.023386901,69161.json,94.0,28.4
Off T,0.02772784,69161.json,89.5,40.9
Blocked,0.035463244,69162.json,108.4,26.5
Off T,0.057939347,69162.json,99.7,51.3
Off T,0.06530323,69162.json,96.7,43.0
Blocked,0.24611638,69162.json,115.0,36.7
Off T,0.1035,69162.json,113.4,52.2
Saved,0.3372105,69162.json,105.2,49.1
Off T,0.042683933,69162.json,99.0,35.2
Off T,0.015797798,69162.json,89.9,52.7
Off T,0.0697611,69162.json,100.5,28.2
Saved,0.09645968,69162.json,107.9,30.1
Off T,0.046289932,69163.json,95.9,44.7
Off T,0.030817252,69163.json,88.6,41.5
Off T,0.011378179,69163.json,112.4,20.6
Off T,0.007069858,69163.json,101.9,12.4
Off T,0.01053935,69163.json,107.3,59.4
Off T,0.06439348,69163.json,102.4,42.4
Off T,0.0038851665,69164.json,88.6,66.6
Saved,0.07788368,69164.json,103.5,32.7
Saved,0.27365455,69164.json,113.2,46.3
Off T,0.11475054,69164.json,105.3,45.5
Blocked,0.032406587,69164.json,102.5,55.7
Saved,0.10770213,69164.json,101.5,32.8
Saved,0.044388287,69164.json,95.7,49.4
Blocked,0.061983097,69164.json,98.1,35.0
Off T,0.048197612,69164.json,95.8,46.8
Saved,0.103708066,69164.json,102.0,39.8
Goal,0.17619552,69164.json,107.6,26.4
Off T,0.0067623677,69165.json,84.1,51.7
Blocked,0.008587028,69165.json,101.8,20.8
Saved,0.01440524,69165.json,115.5,54.0
Off T,0.13393806,69165.json,111.0,40.4
Goal,0.37451795,69165.json,106.2,32.8
Saved,0.04833841,69165.json,100.0,43.7
Saved,0.05800621,69165.json,107.1,25.6
Blocked,0.08545176,69165.json,108.9,39.7
Blocked,0.03623811,69165.json,101.4,49.1
Blocked,0.06064844,69165.json,103.3,30.7
Blocked,0.10552784,69165.json,107.9,42.6
Off T,0.11059077,69166.json,114.0,27.7
Blocked,0.03429044,69166.json,94.2,36.6
Goal,0.26215652,69166.json,106.0,36.6
Off T,0.018894482,69166.json,98.5,22.4
Saved,0.12009625,69166.json,113.7,28.6
Blocked,0.08424174,69166.json,115.0,32.7
Blocked,0.013718978,69169.json,90.5,30.8
Blocked,0.060536616,69169.json,102.7,30.8
Saved,0.074030615,69169.json,113.8,51.2
Blocked,0.05483537,69169.json,102.7,49.2
Blocked,0.11942796,69169.json,110.7,34.7
Post,0.05756506,69169.json,103.4,28.4
Saved,0.10854234,69169.json,111.8,27.7
Saved,0.04811127,69169.json,100.3,50.6
Goal,0.006683968,69170.json,92.2,58.9
Saved,0.007091337,69170.json,83.2,31.4
Saved,0.0066179563,69170.json,88.7,24.7
Off T,0.34998864,69170.json,112.1,42.2
